X,Y,OBJECTID,Main_Categ,Sub_Catego,Company_Na,Address,City,State,ZIP_Code,County,SNAP_Acc
-76.6194820001402,39.3024449999823,1318,Convenience Store,Chain,7-Eleven,1020 Park Ave # 102,Baltimore,MD,21201,Baltimore City,Yes
-76.6352740001527,39.3383870001163,1319,Supermarket, ,Giant Food,1020 W 41st St,Baltimore,MD,21211,Baltimore City,
-77.7395009996121,39.6482030002022,1320,Convenience Store,Gas Station,West End Liberty Inc,1020 W Washington St,Hagerstown,MD,21740,Washington,Yes
-76.9780450003441,38.7517769999277,1321,Small Grocery/Corner Store, ,Joy's Market & Deli,10200 Old Fort Rd,Fort Washington,MD,20744,Prince Georges,
-76.9775669995949,39.023157000306,1322,Convenience Store,Gas Station,Hillandale Shell Svc Ctr,10201 New Hampshire Ave,Silver Spring,MD,20903,Montgomery,
-76.7738349995795,39.415493000304,1323,Convenience Store,Pharmacy,CVS Pharmacy,10201 Reisterstown Rd,Owings Mills,MD,21117,Baltimore,
-77.1471179997432,39.0276639997456,1324,Convenience Store,Gas Station,Exxon,10201 Westlake Dr,Bethesda,MD,20817,Montgomery,
-76.9777690001595,39.0234920002813,1325,Convenience Store,Chain,7-Eleven,10203 New Hampshire Ave,Silver Spring,MD,20903,Montgomery,Yes
-76.9777690001595,39.0234920002813,1326,Convenience Store,Gas Station,V Vora,10203 New Hampshire Ave,Silver Spring,MD,20903,Montgomery,
-76.6610829998124,38.7177980000769,1327,Convenience Store,Chain,Wawa Food Market,10205 Kirksville Ln,Dunkirk,MD,20754,Calvert,
-76.9780849996287,39.0222229997065,1328,Convenience Store,Gas Station,Exxon,10206 New Hampshire Ave,Silver Spring,MD,20903,Montgomery,
-76.1785460000722,39.5221870000196,1329,Convenience Store,Chain,Royal Farms,1021 Middleton Rd,Aberdeen,MD,21001,Harford,Yes
-76.2120270003304,38.7739679999736,1330,Convenience Store,Gas Station,Carroll Mart,1021 S Talbot St,Saint Michaels,MD,21663,Talbot,Yes
-76.7874259995852,39.4058569998282,1331,Supermarket, ,Giant Food,10210 Mill Run Cir,Owings Mills,MD,21117,Baltimore,Yes
-76.9244529999002,39.0218610001014,1332,Convenience Store,Chain,Dash In Food Stores,10211 Baltimore Ave,College Park,MD,20740,Prince Georges,Yes
-77.1496019996073,39.0229739998178,1333,Convenience Store,Gas Station,Montgomery Mall Shell,10211 Westlake Dr,Bethesda,MD,20817,Montgomery,
-76.8650630004232,39.2803530000666,1334,Convenience Store,Gas Station,Sunoco Gas Station,10214 Baltimore National Pike,Ellicott City,MD,21042,Howard,
-76.9099709995918,39.0310080000659,1335,Small Grocery/Corner Store, ,Munra International Foods,10221 Southard Dr,Beltsville,MD,20705,Prince Georges,
-76.9785680004008,39.0229419999125,1336,Convenience Store,Gas Station,CITGO,10226 New Hampshire Ave,Silver Spring,MD,20903,Montgomery,
-76.9607569999563,39.5552180001354,1337,Convenience Store,Chain,Sheetz,1023 Baltimore Blvd,Westminster,MD,21157,Carroll,Yes
-76.6015359999765,39.2892889999018,1338,Small Grocery/Corner Store, ,Fast Stop Shop,1023 E Lombard St,Baltimore,MD,21202,Baltimore City,Yes
-76.4624879995797,39.3137179996704,1339,Convenience Store,Gas Station,Spirit Gas Station,1023 Eastern Blvd,Essex,MD,21221,Baltimore,
-77.1239460001084,39.0244639997784,1340,Convenience Store,Pharmacy,CVS Pharmacy,10233 Old Georgetown Rd,Bethesda,MD,20814,Montgomery,Yes
-76.5470000004248,38.9914999997388,1341,Small Grocery/Corner Store, ,C Mart,1024 Annapolis Mall,Annapolis,MD,21401,Anne Arundel,
-76.6851869997578,39.0291459999722,1342,Convenience Store,Gas Station,Sunoco Gas Station,1025 State Route 3 N,Gambrills,MD,21054,Anne Arundel,
-76.7312559995659,39.2924920001204,1343,Small Grocery/Corner Store, ,Soda Pop Shop Mart,1026 Ingleside Ave,Catonsville,MD,21228,Baltimore,
-76.1794659997889,39.5218890001726,1344,Convenience Store,Gas Station,Rafiq Enterprises LLC,1026 Middleton Rd,Aberdeen,MD,21001,Harford,
-76.855628000384,39.2140429996658,1345,Supermarket, ,Whole Foods Market,10275 Little Patuxent Pkwy,Columbia,MD,21044,Howard,Yes
-76.6624000000875,38.7189110000029,1346,Supermarket, ,Safeway,10276 Southern Maryland Blvd,Dunkirk,MD,20754,Calvert,Yes
-76.5838979997844,39.1336099997635,1347,Convenience Store,Chain,Dash In Food Stores,103 Mountain Rd,Pasadena,MD,21122,Anne Arundel,Yes
-76.6352740001527,39.3383870001163,1348,Convenience Store,Pharmacy,Walgreens,1030 W 41st St # G,Baltimore,MD,21211,Baltimore City,Yes
-75.6177000003726,38.3690999996552,1349,Convenience Store,Chain,Royal Farms,1033 S Salisbury Blvd,Salisbury,MD,21801,Wicomico,Yes
-77.1253839998591,39.0259330002516,1350,Convenience Store,Gas Station,Wildwood Manor Exxon Svctr,10335 Old Georgetown Rd,Bethesda,MD,20814,Montgomery,
-76.7765960003514,39.418053000057,1351,Supermarket, ,Safeway,10335 Reisterstown Rd # A,Owings Mills,MD,21117,Baltimore,Yes
-79.2315439995971,39.5900500001554,1352,Small Grocery/Corner Store, ,Country Roads Gen Store LLC,10339 Bittinger Rd,Accident,MD,21520,Garrett,
-76.8258600004013,38.8904020002401,1353,Convenience Store,Gas Station,Exxon,10350 Campus Way S,Upper Marlboro,MD,20774,Prince Georges,
-76.6428069999358,39.3009569996775,1354,Small Grocery/Corner Store, ,Lee's Food Market,1037 N Gilmor St,Baltimore,MD,21217,Baltimore City,Yes
-76.7888349999218,39.4036560000901,1355,Convenience Store,Gas Station,Exxon,10375 Red Run Blvd,Owings Mills,MD,21117,Baltimore,Yes
-75.5757039997919,38.390508000082,1356,Convenience Store,Gas Station,Country Farm,104 Gordy Rd,Salisbury,MD,21804,Wicomico,Yes
-75.8596729999619,38.6298899999235,1357,Convenience Store,Gas Station,Nasr's Exxon,104 Pine St,Hurlock,MD,21643,Dorchester,
-77.1270330003952,39.025637999752,1358,Supermarket, ,Giant Food,10400 Old Georgetown Rd # 10,Bethesda,MD,20814,Montgomery,Yes
-76.9165950004271,39.0271999997799,1359,Small Grocery/Corner Store, ,Triangle Convenience Market,10400 Rhode Island Ave,Beltsville,MD,20705,Prince Georges,
-77.1039579999465,39.0257029999442,1360,Supermarket, ,Grosvenor Market,10401 Grosvenor Pl # 2,Rockville,MD,20852,Montgomery,
-76.9189429998488,39.0262820001566,1361,Convenience Store,Gas Station,Exxon,10405 Baltimore Ave,Beltsville,MD,20705,Prince Georges,
-78.7355349996769,39.6667399997468,1362,Convenience Store,Gas Station,Bfs Foods,10410 Hillcrest Dr,Cumberland,MD,21502,Allegany,Yes
-76.6426000002466,39.4734780001606,1363,Convenience Store,Pharmacy,Walgreens,10410 York Rd,Cockeysville,MD,21030,Baltimore,Yes
-76.2388970001722,38.6038760000522,1364,Small Grocery/Corner Store, ,Lewis General Store,1042 Hudson Rd,Cambridge,MD,21613,Dorchester,
-77.4417420001431,39.4161870003288,1365,Convenience Store,Chain,7-Eleven,1042 W Patrick St,Frederick,MD,21703,Frederick,Yes
-77.732664999963,39.5984659999241,1366,Supermarket, ,Walmart Grocery Pkup-Delivery,10420 Walmart Dr,Hagerstown,MD,21740,Washington,Yes
-76.6876420002079,39.0281220000875,1367,Convenience Store,Chain,7-Eleven,1044 State Route 3 N,Gambrills,MD,21054,Anne Arundel,Yes
-77.7292899997962,39.6002079998272,1368,Supermarket, ,ALDI,10447 Sharpsburg Pike,Hagerstown,MD,21740,Washington,Yes
-76.9183419999742,39.0281649998591,1369,Convenience Store,Pharmacy,Rite Aid 3803,10456 Baltimore Ave,Beltsville,MD,20705,Prince Georges,Yes
-76.8268400003926,38.8948420003186,1370,Supermarket, ,Giant Food,10480 Campus Way S,Upper Marlboro,MD,20774,Prince Georges,Yes
-76.6442210002953,39.3009070001102,1371,Small Grocery/Corner Store, ,Brown Grocery & Carry Out,1049 N Mount St,Baltimore,MD,21217,Baltimore City,
-76.152965999843,38.988162000136,1372,Convenience Store,Chain,Royal Farms,105 Clay Dr,Queenstown,MD,21658,Queen Annes,Yes
-75.8649000001561,38.6398000000383,1373,Convenience Store,Gas Station,Goose Creek,105 Delaware Ave,Hurlock,MD,21643,Dorchester,Yes
-78.7500000002669,39.6311419998027,1374,Supermarket, ,Save-A-Lot,1050 W Industrial Blvd # 1,Cumberland,MD,21502,Allegany,Yes
-76.8227689999166,38.9896200000769,1375,Supermarket, ,Giant Food,10501 Greenbelt Rd,Lanham,MD,20706,Prince Georges,Yes
-76.8254799995614,38.9557640002145,1376,Supermarket, ,SHOPPERS,10501 Martin Luther King Jr Hw,Bowie,MD,20720,Prince Georges,Yes
-76.9171939997535,39.0282309998308,1377,Small Grocery/Corner Store, ,Mi Barrios Latin Market,10504 Baltimore Ave,Beltsville,MD,20705,Prince Georges,Yes
-76.9169949995619,39.0283700003415,1378,Small Grocery/Corner Store, ,Latina Grocery Inc,10508 Baltimore Ave,Beltsville,MD,20705,Prince Georges,
-76.6073599998473,39.3025900001005,1379,Small Grocery/Corner Store, ,Hi-mart,1051 Greenmount Ave,Baltimore,MD,21202,Baltimore City,Yes
-76.9171979999515,39.0272460001833,1380,Convenience Store,Chain,Wawa,10515 Baltimore Ave,Beltsville,MD,20705,Prince Georges,Yes
-77.0760939998698,39.0277760002435,1381,Convenience Store,Gas Station,Kensington Shell Inc,10515 Connecticut Ave,Kensington,MD,20895,Montgomery,
-77.729042000099,39.6022679996606,1382,Convenience Store,Chain,Sheetz,10515 Sharpsburg Pike # Biz,Hagerstown,MD,21740,Washington,Yes
-76.9169949995619,39.0283700003415,1383,Small Grocery/Corner Store, ,Food For Friends Inc,10518 Baltimore Ave,Beltsville,MD,20705,Prince Georges,
-75.8172760004215,38.8956209998404,1384,Convenience Store,Gas Station,Denton Goose Creek,10519 Greensboro Rd,Denton,MD,21629,Caroline,Yes
-77.076713000186,39.028083000337,1385,Convenience Store,Chain,7-Eleven,10524 Connecticut Ave,Kensington,MD,20895,Montgomery,Yes
-76.7828279997529,39.4213250001576,1386,Convenience Store,Gas Station,Tollgate Exxon,10540 Reisterstown Rd,Owings Mills,MD,21117,Baltimore,Yes
-77.0753170002682,39.0279959999572,1387,Supermarket, ,Safeway,10541 Connecticut Ave,Kensington,MD,20895,Montgomery,Yes
-76.9167710001542,39.0287890002371,1388,Convenience Store,Chain,7-Eleven,10550 Baltimore Ave,Beltsville,MD,20705,Prince Georges,Yes
-77.0749740001365,39.0293309998234,1389,Convenience Store,Chain,7-Eleven,10594 Metropolitan Ave,Kensington,MD,20895,Montgomery,Yes
-75.0870419998819,38.3319259997689,1390,Convenience Store,Chain,7-Eleven,106 N Division St,Ocean City,MD,21842,Worcester,Yes
-78.9116629999065,39.649452000324,1391,Convenience Store,Chain,Sheetz,10601 New Georges Creek Rd SW,Frostburg,MD,21532,Allegany,
-78.9116629999065,39.649452000324,1392,Supermarket, ,Save-A-Lot,10601 New Georges Creek SW # 8,Frostburg,MD,21532,Allegany,Yes
-76.8231859996681,38.898217999838,1393,Convenience Store,Gas Station,Kettering BP,10604 Campus Way S,Upper Marlboro,MD,20774,Prince Georges,
-76.8709840003784,39.2132399998382,1394,Convenience Store,Gas Station,Exxon,10611 Little Patuxent Pkwy # 1,Columbia,MD,21044,Howard,
-76.7842589998308,39.4232739996737,1395,Convenience Store,Gas Station,Marathon Gas Station,10615 Reisterstown Rd,Owings Mills,MD,21117,Baltimore,
-77.0765240000402,39.0293850001828,1396,Convenience Store,Gas Station,Kensington Gas,10616 Connecticut Ave,Kensington,MD,20895,Montgomery,
-76.9145149998958,39.029463000319,1397,Convenience Store,Gas Station,Sunoco Gas Station,10621 Baltimore Ave,Beltsville,MD,20705,Prince Georges,
-77.0752970001767,39.0300449996913,1398,Convenience Store,Gas Station,Kensington Mobil,10625 Connecticut Ave,Kensington,MD,20895,Montgomery,
-77.4463650000898,39.4179200003026,1399,Supermarket, ,H Mart,1063 W Patrick St,Frederick,MD,21702,Frederick,Yes
-75.1923820002398,38.3445299996758,1400,Convenience Store,Chain,Royal Farms,10633 Ocean Gtwy,Berlin,MD,21811,Worcester,Yes
-78.8265690003517,39.6403960002839,1401,Convenience Store,Gas Station,Convenience Express,1064 National Hwy,Cumberland,MD,21502,Allegany,Yes
-76.9032200003315,38.6010670001458,1402,Convenience Store,Chain,7-Eleven,1065 Saint Ignatius Dr,Waldorf,MD,20602,Charles,Yes
-76.8015000003629,38.8853000000519,1403,Convenience Store,Pharmacy,CVS Pharmacy,10692 Camp #Ketteringshoppingc,Upper Marlboro,MD,20774,Prince Georges,Yes
-76.2801930002459,38.9745230001491,1404,Convenience Store,Chain,7-Eleven,107 Dominion Rd,Chester,MD,21619,Queen Annes,Yes
-76.7862310004071,39.4241119999575,1405,Small Grocery/Corner Store, ,Victory International Grcrs,10706 Reisterstown Rd,Owings Mills,MD,21117,Baltimore,Yes
-75.1900380001178,38.3440349996811,1406,Convenience Store,Gas Station,Exxon,10709 Grays Corner Rd,Berlin,MD,21811,Worcester,
-77.0045989998183,39.0308649999688,1407,Convenience Store,Gas Station,Burnt Mills BP,10711 Columbia Pike,Silver Spring,MD,20901,Montgomery,
-76.8746020002195,39.2149729999664,1408,Convenience Store,Chain,7-Eleven,10730 Little Patuxent Pkwy,Columbia,MD,21044,Howard,Yes
-76.4284649998964,39.3800770001122,1409,Convenience Store,Chain,Royal Farms,10740 Pulaski Hwy,White Marsh,MD,21162,Baltimore,Yes
-77.0036070001315,39.031440999874,1410,Supermarket, ,Trader Joe's,10741 Columbia Pike,Silver Spring,MD,20901,Montgomery,Yes
-76.6840839997429,39.1594250000174,1411,Convenience Store,Chain,7-Eleven,1075 Dorsey Rd,Hanover,MD,21076,Anne Arundel,Yes
-76.6951979995572,39.261714000308,1412,Convenience Store,Chain,High's,1075 Maiden Choice Ln,Baltimore,MD,21229,Baltimore,Yes
-77.1594230003342,39.0618169998419,1413,Convenience Store,Pharmacy,Walgreens,1075 Seven Locks Rd,Potomac,MD,20854,Montgomery,Yes
-76.8845469998966,39.2116140000739,1414,Small Grocery/Corner Store, ,Quick Stop Food Mart,10750 Hickory Ridge Rd,Columbia,MD,21044,Howard,Yes
-77.008500000415,39.0162999997467,1415,Small Grocery/Corner Store, ,29 Convenience Mart,10755 Colesville Rd,Silver Spring,MD,20901,Montgomery,
-76.8908689997098,39.3088259999409,1416,Convenience Store,Gas Station,Shell Service Station,10781 Birmingham Way,Woodstock,MD,21163,Howard,
-76.6580879995872,38.7243049998008,1417,Supermarket, ,Giant Food,10790 Town Center Blvd,Dunkirk,MD,20754,Calvert,Yes
-76.2208849998862,38.9654649997927,1418,Convenience Store,Chain,Royal Farms,108 Jackson Creek Rd,Grasonville,MD,21638,Queen Annes,Yes
-76.5943200003858,39.2900750002112,1419,Small Grocery/Corner Store, ,Broadway Super Market,108 S Broadway,Baltimore,MD,21231,Baltimore City,Yes
-76.6961299998678,39.2609999998378,1420,Supermarket, ,WEIS Markets,1080 Maiden Choice Ln,Baltimore,MD,21229,Baltimore,Yes
-77.4453750000528,39.4169219999349,1421,Supermarket, ,ALDI,1080 W Patrick St,Frederick,MD,21703,Frederick,Yes
-78.8046999998501,39.6611999997875,1422,Convenience Store,Chain,Sheetz,10805 Mount Savage Rd NW,Corriganville,MD,21524,Allegany,Yes
-75.6907520000004,38.1777380000677,1423,Convenience Store,Gas Station,Kings Creek Market,10806 Market Ln,Princess Anne,MD,21853,Somerset,Yes
-77.0030909997475,39.0335140000576,1424,Convenience Store,Gas Station,Sunoco Gas Station,10810 Columbia Pike,Silver Spring,MD,20901,Montgomery,
-76.7893799997199,39.4266300003218,1425,Convenience Store,Gas Station,Sunoco Gas Station,10812 Reisterstown Rd,Owings Mills,MD,21117,Baltimore,
-76.9928230000302,38.7430919996851,1426,Convenience Store,Gas Station,Tiger Mart,10815 Indian Head Hwy,Fort Washington,MD,20744,Prince Georges,
-76.6557660001048,39.480885999859,1427,Convenience Store,Chain,High's,10825 Beaver Dam Rd,Cockeysville,MD,21030,Baltimore,Yes
-76.890246000094,39.3078260002405,1428,Supermarket, ,WEIS Markets,10825 Birmingham Way,Woodstock,MD,21163,Howard,Yes
-76.8763859995765,39.0011449997716,1429,Small Grocery/Corner Store, ,Center Way Mini Mart,109 Centerway,Greenbelt,MD,20770,Prince Georges,Yes
-76.9635999998456,39.3984999997553,1430,Convenience Store,Chain,High's,109 Ridgeside Ct,Sykesville,MD,21784,Carroll,Yes
-75.5783080002049,38.3910390000576,1431,Small Grocery/Corner Store, ,Vika Market,109 W Gordy Rd,Salisbury,MD,21801,Wicomico,
-76.513350999937,38.967438000284,1432,Small Grocery/Corner Store, ,Pantry 1 Food Mart & Deli,1090 Spa Rd,Annapolis,MD,21403,Anne Arundel,Yes
-76.9106600002282,39.0321840001187,1433,Convenience Store,Gas Station,Beltsville Amoco,10901 Baltimore Ave,Beltsville,MD,20705,Prince Georges,
-76.9935419999055,38.7431260001165,1434,Convenience Store,Gas Station,Fort Washington Shell,10901 Fort Washington Rd,Fort Washington,MD,20744,Prince Georges,
-76.9117599998701,39.0327569999041,1435,Supermarket, ,ALDI,10912 Baltimore Ave,Beltsville,MD,20705,Prince Georges,Yes
-76.9098690003829,39.0335609997749,1436,Convenience Store,Gas Station,Beltsville Shell,10920 Baltimore Ave,Beltsville,MD,20705,Prince Georges,
-76.7935619996256,39.1292660000152,1437,Convenience Store,Chain,7-Eleven,10930 Guilford Rd,Annapolis Junction,MD,20701,Howard,Yes
-76.8057140000557,39.4242649997678,1438,Convenience Store,Chain,Royal Farms,10988 Red Run Blvd,Owings Mills,MD,21117,Baltimore,Yes
-75.8844380000562,38.9468280002248,1439,Small Grocery/Corner Store, ,Tri-Me Warehouse Foods,11 Central Ave,Ridgely,MD,21660,Caroline,
-76.9954009996056,39.5748389998071,1440,Small Grocery/Corner Store, ,Giulianova Inc,11 E Main St # 1,Westminster,MD,21157,Carroll,
-76.8881000003387,38.9996999996836,1441,Small Grocery/Corner Store, ,Manna Oriental Food Plaza,11 Golden Triangle Dr #A,Greenbelt,MD,20770,Prince Georges,
-77.1596839995517,39.6487920000578,1442,Supermarket, ,Kennie's Markets,11 Grand Dr,Taneytown,MD,21787,Carroll,Yes
-76.5021700001756,38.9758799999999,1443,Small Grocery/Corner Store, ,B & B Foods Inc,11 Monticello Ave,Annapolis,MD,21401,Anne Arundel,
-76.6169899998802,39.3042699998463,1444,Small Grocery/Corner Store, ,Ok Natural Food Store,11 W Preston St,Baltimore,MD,21201,Baltimore City,Yes
-76.5945489998164,38.5596300000952,1445,Convenience Store,Pharmacy,Walgreens,110 Hospital Rd # 100,Prince Frederick,MD,20678,Calvert,
-76.5663640002476,38.9312009997375,1446,Convenience Store,Pharmacy,Walgreens,110 Mitchells Chance Rd,Edgewater,MD,21037,Anne Arundel,Yes
-77.2061540001162,39.1500990003235,1447,Small Grocery/Corner Store, ,99 Ranch Market,110 Odendhal Ave,Gaithersburg,MD,20877,Montgomery,Yes
-76.2130440001316,38.9610870000768,1448,Convenience Store,Chain,7-Eleven,110 Pullman Crossing Rd,Grasonville,MD,21638,Queen Annes,Yes
-76.0758629998307,38.7720910001225,1449,Convenience Store,Gas Station,Carroll Fuel Market,110 S Washington St,Easton,MD,21601,Talbot,Yes
-77.3402099995971,39.4853820002072,1450,Convenience Store,Pharmacy,CVS Pharmacy,110 Walkers Village Way,Walkersville,MD,21793,Frederick,Yes
-76.615797000352,39.2764339999581,1451,Convenience Store,Gas Station,Downtown BP,1100 S Hanover St,Baltimore,MD,21230,Baltimore City,Yes
-76.9092929997244,39.034282000339,1452,Small Grocery/Corner Store, ,Iroko International Foods Inc,11000 Baltimore Ave # 110,Beltsville,MD,20705,Prince Georges,
-76.9988529997653,38.7416869998675,1453,Convenience Store,Chain,Dash In Food Stores,11001 Livingston Rd,Fort Washington,MD,20744,Prince Georges,
-76.8195700003752,38.9877969997061,1454,Convenience Store,Gas Station,Glenn Dale Mini-Mart,11002 Lanham Severn Rd,Glenn Dale,MD,20769,Prince Georges,
-75.1653900001993,38.3757619999896,1455,Supermarket, ,Food Lion,11007 Manklin Creek Rd # 2,Berlin,MD,21811,Worcester,Yes
-76.6859650000826,39.0789319997556,1456,Convenience Store,Chain,7-Eleven,1101 Annapolis Rd,Odenton,MD,21113,Anne Arundel,Yes
-76.6128570003783,39.3027720000394,1457,Small Grocery/Corner Store, ,Express Stop Convenience,1101 N Calvert St # 100,Baltimore,MD,21202,Baltimore City,
-76.6853859999494,39.0780720002103,1458,Small Grocery/Corner Store, ,Lucky Superette,1101 Odenton Rd,Odenton,MD,21113,Anne Arundel,Yes
-77.4205999999127,39.4297999998449,1459,Convenience Store,Chain,Sheetz,1101 Oneill Hwy,Frederick,MD,21705,Frederick,
-76.628599999987,39.2991340003062,1460,Supermarket, ,Save-A-Lot,1101 Pennsylvania Ave,Baltimore,MD,21201,Baltimore City,Yes
-76.6649390002032,39.300391000154,1461,Small Grocery/Corner Store, ,Poplar Grove Grocery Store LLC,1101 Poplar Grove St,Baltimore,MD,21216,Baltimore City,
-76.3363180000593,39.4315829997547,1462,Convenience Store,Gas Station,Joppa Exxon,1101 Pulaski Hwy,Joppa,MD,21085,Harford,
-76.9900909995707,38.9899209998302,1463,Small Grocery/Corner Store, ,Mega Mart Intl Supermarkets,1101 University Blvd E,Takoma Park,MD,20912,Montgomery,Yes
-76.6364659998561,39.3100309998349,1464,Convenience Store,Gas Station,North Avenue BP,1101 W North Ave,Baltimore,MD,21217,Baltimore City,
-75.1642379997806,38.3762509999147,1465,Convenience Store,Pharmacy,Rite Aid,11011 Manklin Creek Rd,Berlin,MD,21811,Worcester,Yes
-76.6841239999259,39.0791499998805,1466,Convenience Store,Pharmacy,CVS Pharmacy,1102 Annapolis Rd,Odenton,MD,21113,Anne Arundel,Yes
-76.8625519998966,39.3959069997631,1467,Convenience Store,Gas Station,Charlie's Service Station,11024 Liberty Rd,Randallstown,MD,21133,Baltimore,
-76.9536019995667,38.4099970002348,1468,Convenience Store,Gas Station,Glasva CITGO Inc,11040 Crain Hwy,Newburg,MD,20664,Charles,
-76.3376319999613,39.4328750001844,1469,Convenience Store,Chain,Royal Farms,1105 S Mountain Rd,Joppa,MD,21085,Harford,Yes
-76.9074449998949,39.0343999996535,1470,Convenience Store,Gas Station,Exxon,11055 Baltimore Ave,Beltsville,MD,20705,Prince Georges,
-75.1663119995659,38.3778579999373,1471,Convenience Store,Chain,7-Eleven,11055 Racetrack Rd,Berlin,MD,21811,Worcester,Yes
-76.8962010003844,39.299299999711,1472,Supermarket, ,Harris Teeter,11075 Resort Rd,Ellicott City,MD,21042,Howard,Yes
-78.0180509999672,39.6276469999896,1473,Convenience Store,Gas Station,Big Pool Exxon,11079 Big Pool Rd,Big Pool,MD,21711,Washington,Yes
-75.1673409999609,38.378223000153,1474,Convenience Store,Pharmacy,Walgreens,11085 Cathell Rd # 100,Berlin,MD,21811,Worcester,Yes
-76.8476439996158,39.0955079998834,1475,Small Grocery/Corner Store, ,Mega Mart,111 Bowie Rd,Laurel,MD,20707,Prince Georges,Yes
-75.2109209998821,38.3242190003221,1476,Convenience Store,Gas Station,Uncle Willies,111 Flower St,Berlin,MD,21811,Worcester,Yes
-76.5669850002137,38.9303439997009,1477,Convenience Store,Gas Station,South River Colony Exxon,111 Mitchells Chance Rd,Edgewater,MD,21037,Anne Arundel,
-77.0139219997046,38.7902149999768,1478,Convenience Store,Gas Station,Sunoco,111 N Cove Ter,Oxon Hill,MD,20745,Prince Georges,
-76.5270979995783,39.2959029998398,1479,Convenience Store,Gas Station,Sunoco,111 North Point Blvd,Baltimore,MD,21224,Baltimore,
-75.5831810003968,38.3693679997498,1480,Small Grocery/Corner Store, ,Goose Creek,111 Truitt St,Salisbury,MD,21804,Wicomico,Yes
-76.4969789999664,38.9776499999861,1481,Convenience Store,Chain,7-Eleven,111 West St,Annapolis,MD,21401,Anne Arundel,Yes
-77.0292500001099,38.996256999811,1482,Small Grocery/Corner Store, ,Twin Tower Market,1110 Fidler Ln # C9,Silver Spring,MD,20910,Montgomery,
-76.907408000085,39.035260000249,1483,Convenience Store,Pharmacy,CVS Pharmacy,11100 Baltimore Ave,Beltsville,MD,20705,Prince Georges,Yes
-76.8237509995577,38.7373480002371,1484,Convenience Store,Gas Station,Cheltenham Sunoco,11107 Crain Hwy,Cheltenham,MD,20623,Prince Georges,
-77.4251380003689,39.544757999831,1485,Convenience Store,Chain,7-Eleven,11108 Angleberger Rd,Thurmont,MD,21788,Frederick,Yes
-76.5347309998188,39.2814250001447,1486,Convenience Store,Gas Station,Dundalk CITGO,1111 Dundalk Ave,Baltimore,MD,21224,Baltimore City,Yes
-76.6120930002972,39.2767809997195,1487,Convenience Store,Chain,7-Eleven,1111 Light St,Baltimore,MD,21230,Baltimore City,Yes
-77.6820409999802,39.6216889996796,1488,Convenience Store,Pharmacy,Walgreens,11110 Medical Campus Rd,Hagerstown,MD,21742,Washington,
-76.9071469999691,39.0354460000528,1489,Small Grocery/Corner Store, ,International Food Mkt-Bltsvll,11118 Baltimore Ave,Beltsville,MD,20705,Prince Georges,Yes
-76.6567109999359,39.489178000097,1490,Convenience Store,Chain,Royal Farms,11119 Mccormick Rd,Hunt Valley,MD,21031,Baltimore,Yes
-75.1753070002873,38.3821020000947,1491,Convenience Store,Gas Station,Shore Stop,11121 Racetrack Rd,Berlin,MD,21811,Worcester,
-76.7301590002972,39.2936389999343,1492,Convenience Store,Chain,7-Eleven,1114 Ingleside Ave,Baltimore,MD,21207,Baltimore,Yes
-76.6924359998588,39.0241930003389,1493,Convenience Store,Chain,Royal Farms,1114 State Route 3 N,Gambrills,MD,21054,Anne Arundel,Yes
-76.9908699997204,39.0390619997275,1494,Convenience Store,Chain,Dash In Food Stores,11150 New Hampshire Ave,Silver Spring,MD,20904,Montgomery,Yes
-77.0544129996892,39.0370599999418,1495,Supermarket,Club,Costco Wholesale,11160 Veirs Mill Rd,Wheaton,MD,20902,Montgomery,Yes
-76.7523190001536,39.2862360003338,1496,Convenience Store,Chain,7-Eleven,1117 N Rolling Rd,Baltimore,MD,21228,Baltimore,Yes
-76.6909329998108,39.0235599998825,1497,Small Grocery/Corner Store, ,Meap Inc,1117 State Route 3 N,Gambrills,MD,21054,Anne Arundel,
-77.0499689998427,39.0383750001313,1498,Small Grocery/Corner Store, ,Kiss & Ride Convenience Store,11175 Georgia Ave # B,Silver Spring,MD,20902,Montgomery,
-76.989975000118,39.0397050000731,1499,Convenience Store,Gas Station,White Oak Exxon Svc Station,11177 New Hampshire Ave,Silver Spring,MD,20904,Montgomery,
-76.6365450003971,39.3376740001142,1500,Convenience Store,Chain,Royal Farms,1119 W 41st St,Baltimore,MD,21211,Baltimore City,Yes
-77.0544799996363,39.0389639997752,1501,Convenience Store,Pharmacy,CVS Pharmacy,11190 Veirs Mill Rd,Wheaton,MD,20902,Montgomery,Yes
-76.6197900001118,39.2908540003321,1502,Small Grocery/Corner Store, ,5 Stars Deli & Grocery,112 N Howard St,Baltimore,MD,21201,Baltimore City,Yes
-76.3606549996331,39.5239589996796,1503,Small Grocery/Corner Store, ,LA Familia Intl Mrkt,112 N Tollgate Rd,Bel Air,MD,21014,Harford,
-77.0145660001351,39.0206150001736,1504,Convenience Store,Gas Station,BP,112 University Blvd W,Silver Spring,MD,20901,Montgomery,
-76.5985299998806,39.3450400001185,1505,Convenience Store,Chain,7-Eleven,1120 E Cold Spring Ln,Baltimore,MD,21239,Baltimore City,Yes
-77.0507050003347,39.0388439999901,1506,Supermarket, ,Safeway,11201 Georgia Ave # A,Wheaton,MD,20902,Montgomery,Yes
