X,Y,OBJECTID,Main_Categ,Sub_Catego,Company_Na,Address,City,State,ZIP_Code,County,SNAP_Acc
-75.5685509999504,38.4026289999378,2552,Convenience Store,Gas Station,Tiger Mart,2403 N Salisbury Blvd,Salisbury,MD,21801,Wicomico,Yes
-76.9195000002407,38.8376000002146,2553,Small Grocery/Corner Store, ,Shadyside Food Mart,2405 Shadyside Ave,Suitland,MD,20746,Prince Georges,
-76.6503909997726,39.2681280003452,2554,Small Grocery/Corner Store, ,Kwike Mart,2405 Washington Blvd,Baltimore,MD,21230,Baltimore City,Yes
-76.5479569999515,39.12911699979,2555,Small Grocery/Corner Store, ,Lucky Food Ctr,2406 Mountain Rd,Pasadena,MD,21122,Anne Arundel,
-75.6063570002295,38.3681310002876,2556,Small Grocery/Corner Store, ,Taly Caribbean Market Inc,241 Cypress St,Salisbury,MD,21801,Wicomico,
-76.5350809996232,39.3988299999405,2557,Convenience Store,Chain,Royal Farms,2410 E Joppa Rd,Baltimore,MD,21234,Baltimore,Yes
-76.6622579997973,39.3544889999363,2558,Convenience Store,Pharmacy,Walgreens,2411 W Belvedere Ave # 101,Baltimore,MD,21215,Baltimore City,
-76.4548540004125,39.2322419997209,2559,Small Grocery/Corner Store, ,Mini STOP,2413 Sparrows Point Rd,Sparrows Point,MD,21219,Baltimore,Yes
-76.6551919999944,39.2824319999846,2560,Small Grocery/Corner Store, ,Food Stop Mini Mart,2415 Frederick Ave,Baltimore,MD,21223,Baltimore City,Yes
-76.6318710003968,39.4547270000027,2561,Convenience Store,Gas Station,MAM Petroleum Inc,2415 York Rd,Lutherville,MD,21093,Baltimore,
-76.6550790000165,39.2932690003204,2562,Convenience Store,Gas Station,Express Fuel,2417 W Franklin St,Baltimore,MD,21223,Baltimore City,Yes
-79.3517999997333,39.5552999997071,2563,Convenience Store,Gas Station,BFS Foods Inc,24179 Garrett Hwy,Mc Henry,MD,21541,Garrett,Yes
-76.3486860003994,39.7090599997515,2564,Convenience Store,Chain,High's,2420 Whiteford Rd,Whiteford,MD,21160,Harford,Yes
-77.3893959998293,39.4489990003231,2565,Supermarket, ,Walmart Grocery Pkup-Delivery,2421 Monocacy Blvd,Frederick,MD,21701,Frederick,Yes
-76.6097540001981,39.3168209997576,2566,Small Grocery/Corner Store, ,Greenmount Foods Store LLC,2424 Greenmount Ave,Baltimore,MD,21218,Baltimore City,
-76.6569350002419,39.3077570001346,2567,Small Grocery/Corner Store, ,A & D Food Market,2424 Presbury St,Baltimore,MD,21216,Baltimore City,
-76.558042000269,38.3349269999166,2568,Convenience Store,Pharmacy,CVS Pharmacy,24288 Three Notch Rd,Hollywood,MD,20636,St Marys,
-75.8289659999959,39.6032139999648,2569,Small Grocery/Corner Store, ,Convenience City Inc,243 S Bridge St,Elkton,MD,21921,Cecil,
-76.5476659996984,39.1282840000711,2570,Small Grocery/Corner Store, ,Genesis Latin Market Inc,2431 Mountain Rd,Pasadena,MD,21122,Anne Arundel,
-76.6500750003034,39.3166290000429,2571,Small Grocery/Corner Store, ,Gera Variety Store,2431 Reisterstown Rd,Baltimore,MD,21217,Baltimore City,
-76.6358159995777,39.3147889996859,2572,Small Grocery/Corner Store, ,Linden Food Market,2435 Linden Ave,Baltimore,MD,21217,Baltimore City,Yes
-76.5940359998054,39.2879210001109,2573,Small Grocery/Corner Store, ,J & P Express Inc,244 S Broadway,Baltimore,MD,21231,Baltimore City,
-76.0763239999632,39.0309370000393,2574,Convenience Store,Pharmacy,Walgreens,2440 Centreville Rd,Centreville,MD,21617,Queen Annes,Yes
-76.2717409996726,39.5568710001666,2575,Supermarket, ,Food Lion,2458 E Churchville Rd,Bel Air,MD,21015,Harford,Yes
-79.3565769996658,39.5627659996705,2576,Supermarket, ,Shop 'n Save,24586 Garrett Hwy,Mc Henry,MD,21541,Garrett,Yes
-76.5467350001109,39.1284270000624,2577,Convenience Store,Gas Station,Catherine Exxon,2459 Mountain Rd,Pasadena,MD,21122,Anne Arundel,Yes
-78.1620019997949,39.696625999738,2578,Convenience Store,Gas Station,AC & T,246 E Main St,Hancock,MD,21750,Washington,
-76.656341999865,39.2879410003146,2579,Small Grocery/Corner Store, ,Star Moon Co,2460 W Baltimore St,Baltimore,MD,21223,Baltimore City,Yes
-76.5644229996335,38.344076000165,2580,Convenience Store,Gas Station,Dean's Gasoline Svc,24620 Old Three Notch Rd,Hollywood,MD,20636,St Marys,
-76.0752100000777,39.0312260002525,2581,Supermarket, ,Food Lion,2466 Centreville Rd,Centreville,MD,21617,Queen Annes,Yes
-76.5708390000563,38.345918999872,2582,Convenience Store,Gas Station,Burchmart,24686 Three Notch Rd,Hollywood,MD,20636,St Marys,
-76.8936920004059,38.643841000028,2583,Convenience Store,Chain,7-Eleven,2471 Crain Hwy,Waldorf,MD,20601,Charles,
-76.6536410002659,39.2829930000083,2584,Supermarket, ,Food Depot,2495 Frederick Ave,Baltimore,MD,21223,Baltimore City,Yes
-75.8271950001594,39.5980479999784,2585,Convenience Store,Chain,Royal Farms,25 Augustine Herman Hwy,Elkton,MD,21921,Cecil,Yes
-76.4844990003715,39.3036870002506,2586,Convenience Store,Chain,7-Eleven,25 Eastern Blvd # 100,Essex,MD,21221,Baltimore,Yes
-76.9039750001919,38.6023489997405,2587,Convenience Store,Pharmacy,Walgreens,25 High St,Waldorf,MD,20602,Charles,Yes
-76.5281999997683,39.0568599997279,2588,Convenience Store,Pharmacy,Rite Aid,25 Jones Station Rd W,Severna Park,MD,21146,Anne Arundel,Yes
-76.164421999964,39.5097770000639,2589,Small Grocery/Corner Store, ,Bayanihan Food Market,25 W Bel Air Ave,Aberdeen,MD,21001,Harford,Yes
-76.9908909996368,39.5833789998795,2590,Small Grocery/Corner Store, ,Reyes Market LLC,250 Englar Rd # 17,Westminster,MD,21157,Carroll,Yes
-76.9908909996368,39.5833789998795,2591,Convenience Store,Pharmacy,Rite Aid,250 Englar Rd # 22,Westminster,MD,21157,Carroll,
-76.9908909996368,39.5833789998795,2592,Convenience Store,Gas Station,Chanab International,250 Englar Rd # 23,Westminster,MD,21157,Carroll,
-76.6197309996623,39.3017459998965,2593,Convenience Store,Pharmacy,Rite Aid,250 W Chase St,Baltimore,MD,21201,Baltimore City,Yes
-76.6556659996474,39.3197559999071,2594,Convenience Store,Chain,7-Eleven,2500 Liberty Heights Ave,Baltimore,MD,21215,Baltimore City,Yes
-76.5460360003271,39.1286960002047,2595,Convenience Store,Chain,Royal Farms,2500 Mountain Rd,Pasadena,MD,21122,Anne Arundel,Yes
-76.6201180001749,39.3180619998851,2596,Convenience Store,Gas Station,Exxon,2500 N Howard St,Baltimore,MD,21218,Baltimore City,
-75.9498210003568,39.6062740002589,2597,Supermarket, ,Food Lion Inc,2500 Pulaski Hwy,North East,MD,21901,Cecil,Yes
-76.6173380000348,39.3181759997028,2598,Convenience Store,Pharmacy,CVS Pharmacy,2504 N Charles St,Baltimore,MD,21218,Baltimore City,Yes
-76.5453409998429,38.9753839999299,2599,Supermarket, ,Fresh Market,2504 Solomons Island Rd,Annapolis,MD,21401,Anne Arundel,Yes
-76.5823429998579,39.3077730000746,2600,Small Grocery/Corner Store, ,Best Grocery Inc,2505 E Oliver St,Baltimore,MD,21213,Baltimore City,
-77.053183000351,39.0401759998555,2601,Small Grocery/Corner Store, ,Boolteena Inc,2505 Ennalls Ave,Silver Spring,MD,20902,Montgomery,
-76.5818309996718,39.2983900001987,2602,Supermarket, ,Save-A-Lot,2509 E Monument St,Baltimore,MD,21205,Baltimore City,Yes
-77.1705789999812,39.6558420000497,2603,Convenience Store,Gas Station,Exxon,251 E Baltimore St,Taneytown,MD,21787,Carroll,Yes
-76.6985710000742,39.0217650002268,2604,Small Grocery/Corner Store, ,Taj Mahal Indo-Pak Supermarket,2510 Conway Rd # 104,Gambrills,MD,21054,Anne Arundel,Yes
-76.6886330000698,39.3851209998772,2605,Supermarket, ,Fresh Market,2510 Quarry Lake Dr,Baltimore,MD,21209,Baltimore,Yes
-75.5672549995917,38.4069289997089,2606,Convenience Store,Gas Station,Salisbury Quick Stop,2513 N Salisbury Blvd,Salisbury,MD,21801,Wicomico,
-76.135218000046,39.4875229998509,2607,Convenience Store,Gas Station,Express-Aberdeen,2514 Harford Blvd,Aberdeen Proving Ground,MD,21005,Harford,
-77.0533909998652,39.040118000003,2608,Small Grocery/Corner Store, ,Le International Market,2519 Ennalls Ave,Silver Spring,MD,20902,Montgomery,
-76.5815059999818,39.299061000012,2609,Small Grocery/Corner Store, ,Mint Grocery Inc,2520 E Monument St,Baltimore,MD,21205,Baltimore City,
-79.1049770004167,39.6876590003078,2610,Convenience Store,Gas Station,Valero,2534 Chestnut Ridge Rd,Grantsville,MD,21536,Garrett,
-76.5619200004011,39.3726909999629,2611,Convenience Store,Gas Station,Sunoco Gas Station,2535 Cleanleigh Dr,Parkville,MD,21234,Baltimore,
-76.5811700004211,39.2986920001978,2612,Small Grocery/Corner Store, ,Green Line Grocery LLC,2535 E Monument St,Baltimore,MD,21205,Baltimore City,
-76.6354663851506,38.2968771016855,2613,Convenience Store,Gas Station,Leonardtown Burch Mart,25355 Point Lookout Rd,Leonardtown,MD,20650,St Marys,Yes
-77.4804909997052,39.7142820002839,2614,Small Grocery/Corner Store, ,Sanders Market,25451 Military Rd,Cascade,MD,21719,Washington,Yes
-76.5966269997996,39.3186610001855,2615,Small Grocery/Corner Store, ,Sunny Mart,2549 Aisquith St,Baltimore,MD,21218,Baltimore City,Yes
-75.9504620004143,39.6067009997237,2616,Convenience Store,Pharmacy,Walgreens,2556 Pulaski Hwy,North East,MD,21901,Cecil,Yes
-76.6885450002062,39.3852879998136,2617,Convenience Store,Pharmacy,Walgreens,2560 Quarry Lake Dr,Baltimore,MD,21209,Baltimore,Yes
-76.6588550000414,39.2936539999056,2618,Convenience Store,Pharmacy,CVS Pharmacy,2560 W Franklin St,Baltimore,MD,21223,Baltimore City,Yes
-76.5547420004453,38.9758410000738,2619,Convenience Store,Gas Station,Riva Road Shell,2575 Riva Rd,Annapolis,MD,21401,Anne Arundel,
-75.8058749996537,39.6359789997139,2620,Convenience Store,Gas Station,Carroll Mart,259 Belle Hill Rd,Elkton,MD,21921,Cecil,Yes
-77.1529020003293,39.1060810001677,2621,Convenience Store,Chain,7-Eleven,259 Derwood Cir,Rockville,MD,20850,Montgomery,Yes
-76.6546859996562,38.3032820003046,2622,Convenience Store,Gas Station,Sunoco Gas Station,25965 Point Lookout Rd,Leonardtown,MD,20650,St Marys,
-76.6359520000202,39.2875169997799,2623,Public Market, ,Hollins Market,26 S Arlington Ave,Baltimore,MD,21223,Baltimore City,
-79.16819999982,39.6720999998601,2624,Convenience Store,Gas Station,Exxon,26 S Yoder St,Grantsville,MD,21536,Garrett,
-77.1534150003403,39.0874320001169,2625,Convenience Store,Gas Station,Shell Gas Station,260 N Washington St,Rockville,MD,20850,Montgomery,
-76.7351029997359,39.1286479997313,2626,Convenience Store,Pharmacy,CVS Pharmacy,2600 Annapolis Rd,Severn,MD,21144,Anne Arundel,Yes
-76.0740879997962,39.0364530003037,2627,Convenience Store,Chain,7-Eleven,2601 Centreville Rd,Centreville,MD,21617,Queen Annes,Yes
-76.556027000035,38.975633000105,2628,Convenience Store,Pharmacy,CVS Pharmacy,2601 Riva Rd,Annapolis,MD,21401,Anne Arundel,Yes
-76.6558659996639,38.3058730001837,2629,Convenience Store,Pharmacy,CVS Pharmacy,26020 Point Lookout Rd,Leonardtown,MD,20650,St Marys,Yes
-76.6091940003314,39.319837999833,2630,Small Grocery/Corner Store, ,Ezstop Inc,2603 Greenmount Ave,Baltimore,MD,21218,Baltimore City,Yes
-76.2994120003037,39.4466950001374,2631,Convenience Store,Chain,Royal Farms,2603 Philadelphia Rd,Edgewood,MD,21040,Harford,Yes
-77.0879280002826,39.4576190000054,2632,Convenience Store,Gas Station,Taylorsville Shell,2605 Liberty Rd,New Windsor,MD,21776,Carroll,
-76.6582463141813,38.3046081851655,2633,Convenience Store,Chain,Dash In Food Stores,26065 Point Lookout Rd,Leonardtown,MD,20650,St Marys,
-77.2080510003495,39.2852000000163,2634,Supermarket, ,WEIS Markets,26075 Ridge Rd,Damascus,MD,20872,Montgomery,Yes
-76.5792139997383,39.2809739996961,2635,Supermarket, ,Safeway,2610 Boston St,Baltimore,MD,21224,Baltimore City,Yes
-79.2379120003394,39.500395000072,2636,Small Grocery/Corner Store, ,Cornerstone Market,2610 N Glade Rd,Swanton,MD,21561,Garrett,
-75.0757680002341,38.356390000352,2637,Convenience Store,Chain,7-Eleven,2611 Philadelphia Ave,Ocean City,MD,21842,Worcester,Yes
-76.7370150000378,39.1305109999345,2638,Convenience Store,Chain,7-Eleven,2616 Annapolis Rd,Severn,MD,21144,Anne Arundel,Yes
-76.6602710000507,39.3148449997399,2639,Convenience Store,Gas Station,Gulf,2617 Gwynns Falls Pkwy,Baltimore,MD,21216,Baltimore City,
-76.3554430004058,39.4510079999718,2640,Convenience Store,Chain,Royal Farms,2620 Mountain Rd,Joppa,MD,21085,Harford,Yes
-76.6897100001453,39.3845499999358,2641,Small Grocery/Corner Store, ,LA Food Marketa,2620 Quarry Lake Dr,Baltimore,MD,21209,Baltimore,
-77.2071280002597,39.288004000293,2642,Convenience Store,Gas Station,Mata Shreer LLC,26234 Ridge Rd,Damascus,MD,20872,Montgomery,
-77.2063370004143,39.2880229999775,2643,Convenience Store,Gas Station,Liberty Damascus,26241 Ridge Rd,Damascus,MD,20872,Montgomery,
-77.2048750003743,39.2886869997987,2644,Convenience Store,Gas Station,Safeway Fuel Station,26300 Ridge Rd,Damascus,MD,20872,Montgomery,
-76.6776690000433,39.0399239997892,2645,Convenience Store,Pharmacy,Walgreens,2633 Brandermill Blvd,Gambrills,MD,21054,Anne Arundel,Yes
-77.2052760002323,39.2894900003349,2646,Convenience Store,Chain,7-Eleven,26344 Ridge Rd,Damascus,MD,20872,Montgomery,Yes
-76.5552749996494,38.9872360001449,2647,Supermarket, ,Safeway,2635 Housley Rd,Annapolis,MD,21401,Anne Arundel,Yes
-76.0570999998824,39.6900999999382,2648,Convenience Store,Gas Station,Shore Stop,2636 S State St,Rising Sun,MD,21911,Cecil,
-79.4050270003042,39.663925999656,2649,Convenience Store,Gas Station,Friendsville Liberty,264 Maple St,Friendsville,MD,21531,Garrett,
-76.9853000002928,38.5246999999577,2650,Convenience Store,Gas Station,Safeway Fuel Station,2640 Crain Hwy,La Plata,MD,20646,Charles,
-76.6801069998766,39.0402599996779,2651,Supermarket, ,Safeway,2644 Chapel Lake Dr,Gambrills,MD,21054,Anne Arundel,Yes
-76.595292999806,39.3202359996841,2652,Small Grocery/Corner Store, ,Sun M Food Market,2646 Polk St,Baltimore,MD,21218,Baltimore City,
-77.054205000175,39.040575000041,2653,Small Grocery/Corner Store, ,Thomas Market,2650 University Blvd W,Wheaton,MD,20902,Montgomery,
-76.6542449996152,39.2540369999388,2654,Convenience Store,Gas Station,Gas Depot Inc,2650 W Patapsco Ave # A,Baltimore,MD,21230,Baltimore City,Yes
-76.7415269996564,39.1307919998888,2655,Supermarket, ,Food Lion,2655 Annapolis Rd,Hanover,MD,21076,Anne Arundel,Yes
-77.0551829996181,39.0404850001802,2656,Small Grocery/Corner Store, ,Dessie Market,2655 University Blvd W,Silver Spring,MD,20902,Montgomery,
-76.6625659997689,39.336221000195,2657,Small Grocery/Corner Store, ,Oswego Market,2656 Oswego Ave,Baltimore,MD,21215,Baltimore City,Yes
-76.6582430002962,39.2793899996699,2658,Small Grocery/Corner Store, ,Bok Grocery,2665 Dulany St,Baltimore,MD,21223,Baltimore City,Yes
-79.4063189995666,39.663565000092,2659,Convenience Store,Gas Station,S & S Market,267 Maple St,Friendsville,MD,21531,Garrett,Yes
-76.8316959999677,38.4014929996819,2660,Small Grocery/Corner Store, ,Race-N In,26755 Stone Corner Ln,Mechanicsville,MD,20659,St Marys,
-75.6810519996473,38.4380720001146,2661,Small Grocery/Corner Store, ,Jack's Market,26828 Ocean Gtwy,Hebron,MD,21830,Wicomico,
-76.993373999676,39.5763460002082,2662,Convenience Store,Chain,High's,27 Railroad Ave,Westminster,MD,21157,Carroll,Yes
-76.644957999714,39.2875629999489,2663,Small Grocery/Corner Store, ,Deborah's Market Inc,27 S Fulton Ave,Baltimore,MD,21223,Baltimore City,Yes
-76.9894670001299,39.5662230002208,2664,Small Grocery/Corner Store, ,Victory 1,270 E Green St,Westminster,MD,21157,Carroll,
-76.6062230003956,39.3202769997252,2665,Convenience Store,Chain,High's Of Baltimore LLC,2700 Loch Raven Rd,Baltimore,MD,21218,Baltimore City,
-76.6211130002347,39.3204449997782,2666,Convenience Store,Pharmacy,Walgreens,2700 Remington Ave # 500,Baltimore,MD,21211,Baltimore City,Yes
-76.5465750002774,39.3756789998691,2667,Convenience Store,Chain,Royal Farms,2700 Taylor Ave,Baltimore,MD,21234,Baltimore,Yes
-76.659154999617,39.2878059998719,2668,Small Grocery/Corner Store, ,Divino Grocery LLC,2700 W Baltimore St,Baltimore,MD,21223,Baltimore City,Yes
-76.6667190002606,39.3396720001645,2669,Small Grocery/Corner Store, ,Park Mini Mart Inc,2700 W Cold Spring Ln,Baltimore,MD,21215,Baltimore City,
-76.6108639998856,39.3210369996611,2670,Small Grocery/Corner Store, ,Barclay Market,2701 Barclay St,Baltimore,MD,21218,Baltimore City,Yes
-76.7580679996814,39.329670999748,2671,Convenience Store,Chain,7-Eleven,2701 N Rolling Rd,Windsor Mill,MD,21244,Baltimore,Yes
-76.6614250001192,39.2930990002181,2672,Convenience Store,Chain,7-Eleven,2701 W Franklin St,Baltimore,MD,21223,Baltimore City,Yes
-76.661170999676,39.3089919999929,2673,Small Grocery/Corner Store, ,University Grocery LLC,2701 W North Ave,Baltimore,MD,21216,Baltimore City,Yes
-75.5652009998979,38.4163779999274,2674,Supermarket, ,Walmart Grocery Pkup-Delivery,2702 N Salisbury Blvd,Salisbury,MD,21801,Wicomico,Yes
-76.0595829999216,38.5571449999932,2675,Convenience Store,Chain,Royal Farms,2703 Ocean Gtwy,Cambridge,MD,21613,Dorchester,Yes
-76.6665579997038,39.3396789998546,2676,Small Grocery/Corner Store, ,NYC Grocery & Tobacco LLC,2704 W Cold Spring Ln,Baltimore,MD,21215,Baltimore City,Yes
-76.655361040473,39.2647758116154,2677,Convenience Store,Chain,Royal Farms,2704 Washington Blvd,Baltimore,MD,21230,Baltimore City,Yes
-76.6669689996075,39.3390680003443,2678,Supermarket, ,Save-A-Lot,2705 W Cold Spring Ln,Baltimore,MD,21215,Baltimore City,Yes
-76.5916900000336,39.3206140001524,2679,Small Grocery/Corner Store, ,Clifton Food Market,2706 Harford Rd,Baltimore,MD,21218,Baltimore City,Yes
-76.6458980004205,39.3126440002052,2680,Small Grocery/Corner Store, ,Kit KAT Mini Market Inc,2714 Pennsylvania Ave,Baltimore,MD,21217,Baltimore City,
-75.6704030001635,38.3670459998597,2681,Small Grocery/Corner Store, ,Countryside Market,27215 Nanticoke Rd,Salisbury,MD,21801,Wicomico,
-76.6247560001901,39.319366999839,2682,Convenience Store,Gas Station,BP Shop,2725 Sisson St,Baltimore,MD,21211,Baltimore City,
-76.0553190000001,38.5547010000964,2683,Supermarket, ,Metro Food Market,2737 Dorchester Sq,Cambridge,MD,21613,Dorchester,
-76.7506300003329,39.1366640001926,2684,Convenience Store,Gas Station,Sunoco Gas Station,2739 Annapolis Rd,Hanover,MD,21076,Anne Arundel,
-76.5783309998315,39.3009259997692,2685,Small Grocery/Corner Store, ,Cooley's Grocery,2739 Ashland Ave,Baltimore,MD,21205,Baltimore City,Yes
-75.5682920003826,38.421350000209,2686,Convenience Store,Chain,Wawa,2740 N Salisbury Blvd,Salisbury,MD,21801,Wicomico,Yes
-76.9974910001827,39.573851000041,2687,Convenience Store,Pharmacy,CVS Pharmacy,275 Baltimore Blvd,Westminster,MD,21157,Carroll,
-76.5297129998619,39.2597199998112,2688,Small Grocery/Corner Store, ,St Helena Convenience Store,275 Saint Helena Ave,Dundalk,MD,21222,Baltimore,Yes
-75.8265380002083,39.5119850003178,2689,Convenience Store,Gas Station,Eagles Nest,2754 Augustine Herman Hwy,Chesapeake City,MD,21915,Cecil,
-76.7156689995929,38.4265910002063,2690,Convenience Store,Chain,Wawa,27605 Three Notch Rd,Mechanicsville,MD,20659,St Marys,Yes
-76.1140759998156,38.7836489997603,2691,Convenience Store,Gas Station,Carroll's Market,27748 Saint Michaels Rd,Easton,MD,21601,Talbot,
-76.0526979998687,38.553658999779,2692,Supermarket, ,Walmart Grocery Pickup,2775 Dorchester Sq,Cambridge,MD,21613,Dorchester,Yes
-76.7391619996179,39.1085240001062,2693,Small Grocery/Corner Store, ,R & R Commissary Svc Inc,2786 Macarthur Rd,Fort George G Meade,MD,20755,Anne Arundel,
-76.5177310002095,39.1202700000431,2694,Convenience Store,Pharmacy,CVS Pharmacy,28 Magothy Beach Rd,Pasadena,MD,21122,Anne Arundel,Yes
-76.7833020003041,38.8871770002085,2695,Convenience Store,Pharmacy,Cvs Pharmacy,28 Watkins Park Dr,Upper Marlboro,MD,20774,Prince Georges,Yes
-76.6096570001137,39.3222890001154,2696,Small Grocery/Corner Store, ,J Z Mini Mart Inc,2800 Greenmount Ave,Baltimore,MD,21218,Baltimore City,
-76.6230509995775,39.3206289999027,2697,Small Grocery/Corner Store, ,Tktc Best Stop Shop,2800 Huntingdon Ave,Baltimore,MD,21211,Baltimore City,
-76.5399560003632,39.1278160000333,2698,Convenience Store,Chain,7-Eleven,2800 Mountain Rd,Pasadena,MD,21122,Anne Arundel,Yes
-76.5766770001708,39.2836959997359,2699,Convenience Store,Pharmacy,Rite Aid,2801 Foster Ave # 2,Baltimore,MD,21224,Baltimore City,Yes
-76.6911649996144,39.3748400001856,2700,Supermarket, ,Safeway,2801 Smith Ave,Baltimore,MD,21209,Baltimore,Yes
-76.7320909997922,38.4376199997115,2701,Convenience Store,Gas Station,Sunoco Gas Station,28035 Three Notch Rd,Mechanicsville,MD,20659,St Marys,
-76.4892939998473,39.2789390000267,2702,Convenience Store,Pharmacy,Drug City Pharmacy,2805 North Point Rd,Baltimore,MD,21222,Baltimore,Yes
-76.2308345405471,38.343983068097,2703,Small Grocery/Corner Store, ,Hoopers Island General Store,2806 Hoopers Island Rd,Church Creek,MD,21622,Dorchester,Yes
-76.6824280004324,38.3530640002055,2704,Convenience Store,Gas Station,Third Base Grocery Citgo,28085 Point Lookout Rd,Leonardtown,MD,20650,St Marys,
-76.6654659995596,39.2421359999624,2705,Convenience Store,Gas Station,Us Gas,2810 Hammonds Ferry Rd,Halethorpe,MD,21227,Baltimore,Yes
-76.6636810003776,39.2934699997576,2706,Convenience Store,Gas Station,Samee Crown Inc,2810 W Franklin St,Baltimore,MD,21223,Baltimore City,
-79.1053699998787,39.6916469997778,2707,Convenience Store,Gas Station,BFS Foods,2815 Chestnut Ridge Rd,Grantsville,MD,21536,Garrett,Yes
-75.9793929996226,39.6971239999722,2708,Convenience Store,Gas Station,Country Stores CITGO,2815 N East Rd,North East,MD,21901,Cecil,
-76.7391199997852,38.4446370002609,2709,Convenience Store,Chain,7-Eleven,28240 Three Notch Rd,Mechanicsville,MD,20659,St Marys,Yes
-76.6828479996587,38.3579279996837,2710,Convenience Store,Gas Station,Pikerton's Shell & Svc Ctr,28250 Point Lookout Rd,Leonardtown,MD,20650,St Marys,
-76.3063979997407,39.6122070001973,2711,Convenience Store,Chain,7-Eleven,2826 Conowingo Rd,Bel Air,MD,21015,Harford,
-76.740303000166,38.4454800003254,2712,Small Grocery/Corner Store, ,Burchmart,28270 Three Notch Rd,Mechanicsville,MD,20659,St Marys,Yes
-75.633894000068,38.3400850000426,2713,Small Grocery/Corner Store, ,Eagle Express,28282 Riverside Drive Ext # 1,Salisbury,MD,21801,Wicomico,
-76.6174810001499,39.2538259999388,2714,Convenience Store,Chain,7-Eleven,2830 S Hanover St # A4,Baltimore,MD,21225,Baltimore City,Yes
-76.7590639995661,39.333250000197,2715,Convenience Store,Chain,Wawa,2845 N Rolling Rd,Baltimore,MD,21244,Baltimore,Yes
-76.6539919998952,38.7610170002955,2716,Convenience Store,Chain,7-Eleven,2849 Chesapeake Beach Rd W,Dunkirk,MD,20754,Calvert,Yes
-76.903929999986,38.6321449999632,2717,Convenience Store,Chain,7-Eleven,2850 Crain Hwy,Waldorf,MD,20601,Charles,Yes
-76.66332999985,39.322210000304,2718,Convenience Store,Gas Station,Liberty Heights BP,2850 Liberty Heights Ave,Baltimore,MD,21215,Baltimore City,
-76.0869569995535,38.7844030003164,2719,Supermarket, ,Harris Teeter,28528 Marlboro Ave,Easton,MD,21601,Talbot,Yes
-76.693455000208,39.3758040001532,2720,Convenience Store,Pharmacy,Rite Aid,2855 Smith Ave,Baltimore,MD,21209,Baltimore,Yes
-76.6920390001987,39.373895000077,2721,Convenience Store,Gas Station,Greenspring Shell Svc Station,2859 Smith Ave,Baltimore,MD,21209,Baltimore,
-75.6151500003863,38.3719139997439,2722,Convenience Store,Gas Station,Crown Gas,28768 Ocean Gtwy,Salisbury,MD,21801,Wicomico,Yes
-76.7664220003454,38.4638380000992,2723,Convenience Store,Pharmacy,CVS Pharmacy,28948 Three Notch Rd,Mechanicsville,MD,20659,St Marys,Yes
-76.5682299996204,38.9866019999755,2724,Convenience Store,Gas Station,Chesapeake Exxon,29 Defense Hwy,Annapolis,MD,21401,Anne Arundel,
-77.0133169996321,39.1499720001875,2725,Convenience Store,Chain,7-Eleven,29 Olney Sandy Spring Rd,Ashton,MD,20861,Montgomery,Yes
-76.5227259997018,39.2579259999751,2726,Convenience Store,Pharmacy,Walgreens,29 Shipping Pl # 31,Baltimore,MD,21222,Baltimore,Yes
-77.0602380002832,39.0373500001157,2727,Supermarket, ,Giant Food,2900 University Blvd W,Wheaton,MD,20902,Montgomery,Yes
-76.6661049999673,39.3088410001335,2728,Small Grocery/Corner Store, ,E Z Convenience Mart Inc,2901 W North Ave,Baltimore,MD,21216,Baltimore City,
-76.3924660003372,39.7175030002285,2729,Supermarket, ,Saubel's Shurfine Market,2902 Whiteford Rd,Whiteford,MD,21160,Harford,Yes
-76.5627249995918,39.3527619997342,2730,Supermarket, ,Harvest Fare,2905 Hamilton Ave,Baltimore,MD,21214,Baltimore City,Yes
-76.0411680001278,38.5535159998587,2731,Convenience Store,Gas Station,Pep-Up Inc,2910 Ocean Gtwy,Cambridge,MD,21613,Dorchester,
-76.5258139998135,39.3953490002869,2732,Convenience Store,Pharmacy,CVS Pharmacy,2911 E Joppa Rd,Baltimore,MD,21234,Baltimore,
-76.530337000201,39.3967529998164,2733,Convenience Store,Gas Station,Sunoco Gas Station,2920 E Joppa Rd,Parkville,MD,21234,Baltimore,
-76.6325760000284,39.2573779998729,2734,Convenience Store,Gas Station,Waterview BP,2920 Waterview Ave,Baltimore,MD,21230,Baltimore City,Yes
-76.6718700002868,39.3510460003164,2735,Small Grocery/Corner Store, ,Sanaa Grocery & Deli,2923 W Belvedere Ave,Baltimore,MD,21215,Baltimore City,Yes
-76.7746570002853,38.4711609998397,2736,Convenience Store,Gas Station,New M Arket Svc,29233 Three Notch Rd,Mechanicsville,MD,20659,St Marys,
-76.8808300003213,38.8495020000529,2737,Convenience Store,Chain,7-Eleven,2928 Boones Ln,Forestville,MD,20747,Prince Georges,Yes
-76.774367999682,38.4729130003498,2738,Convenience Store,Gas Station,New Market CITGO,29290 Three Notch Rd,Charlotte Hall,MD,20622,St Marys,
-76.3106759999058,39.4784249999269,2739,Convenience Store,Gas Station,Singer Exxon,2940 Emmorton Rd,Abingdon,MD,21009,Harford,
-76.5758350002719,39.306275999713,2740,Small Grocery/Corner Store, ,D & L One Stop Grocery,2944 E Preston St,Baltimore,MD,21213,Baltimore City,
